ID,LABEL,SubClass Of,SubProperty Of,IRI,Type
MOP:0000459,organic heterocyclylation,"heterocyclylation, organylation",,http://purl.obolibrary.org/obo/MOP_0000459,Class
MOP:0000460,heteroarylation,organic heterocyclylation,,http://purl.obolibrary.org/obo/MOP_0000460,Class
MOP:0000461,"4,4'-dimethoxytriphenylmethylation",organylation,,http://purl.obolibrary.org/obo/MOP_0000461,Class
MOP:0000462,taurylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000462,Class
MOP:0000463,triflylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000463,Class
MOP:0000464,glycidylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000464,Class
MOP:0000465,sulfanylmethylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000465,Class
MOP:0000466,selanylmethylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000466,Class
MOP:0000467,2-carboxyethylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000467,Class
MOP:0000468,2-amino-2-oxoethylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000468,Class
MOP:0000469,3-amino-3-oxopropylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000469,Class
MOP:0000470,2-(methylsulfanyl)ethylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000470,Class
MOP:0000471,4-hydroxybenzylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000471,Class
MOP:0000472,1H-indol-3-ylmethylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000472,Class
MOP:0000473,1H-imidazol-4-ylmethylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000473,Class
MOP:0000474,3-carbamimidamidopropylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000474,Class
MOP:0000475,hydroxymethylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000475,Class
MOP:0000476,1-hydroxyethylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000476,Class
MOP:0000477,haloalkylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000477,Class
MOP:0000478,2-(trimethylsilyl)ethoxymethylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000478,Class
MOP:0000479,acylation,"has_participant some 'acyl group', organylation",,http://purl.obolibrary.org/obo/MOP_0000479,Class
MOP:0000480,organoheterylation,formation of covalent bond with group,,http://purl.obolibrary.org/obo/MOP_0000480,Class
MOP:0000481,oxalosulfanylation,organoheterylation,,http://purl.obolibrary.org/obo/MOP_0000481,Class
MOP:0000482,organosilylation,organoheterylation,,http://purl.obolibrary.org/obo/MOP_0000482,Class
MOP:0000483,trimethylsilylation,organosilylation,,http://purl.obolibrary.org/obo/MOP_0000483,Class
MOP:0000484,triisopropylsilylation,organosilylation,,http://purl.obolibrary.org/obo/MOP_0000484,Class
MOP:0000485,tert-butyldiphenylsilylation,organosilylation,,http://purl.obolibrary.org/obo/MOP_0000485,Class
MOP:0000486,tert-butyldimethylsilylation,organosilylation,,http://purl.obolibrary.org/obo/MOP_0000486,Class
MOP:0000487,thioacylation,formation of covalent bond with group,,http://purl.obolibrary.org/obo/MOP_0000487,Class
MOP:0000488,carbothioacylation,thioacylation,,http://purl.obolibrary.org/obo/MOP_0000488,Class
MOP:0000489,univalent carbothioacylation,carbothioacylation,,http://purl.obolibrary.org/obo/MOP_0000489,Class
MOP:0000490,divalent carbothioacylation,carbothioacylation,,http://purl.obolibrary.org/obo/MOP_0000490,Class
MOP:0000491,carbonimidoylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000491,Class
MOP:0000492,thiocarbonylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000492,Class
MOP:0000493,(fluoren-9-ylmethoxy)carbonylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000493,Class
MOP:0000494,carbonylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000494,Class
MOP:0000495,cytosin-1-ylation,organoheterylation,,http://purl.obolibrary.org/obo/MOP_0000495,Class
MOP:0000496,thymin-1-ylation,organoheterylation,,http://purl.obolibrary.org/obo/MOP_0000496,Class
MOP:0000497,uracil-1-ylation,organoheterylation,,http://purl.obolibrary.org/obo/MOP_0000497,Class
MOP:0000498,morpholin-4-ylsulfonylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000498,Class
MOP:0000499,acetohydrazonoylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000499,Class
MOP:0000500,2-hydroxyethylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000500,Class
MOP:0000501,aminosulfinylation,formation of covalent bond with group,,http://purl.obolibrary.org/obo/MOP_0000501,Class
MOP:0000502,disiloxanylation,formation of covalent bond with silicon centre,,http://purl.obolibrary.org/obo/MOP_0000502,Class
MOP:0000503,"disiloxane-1,3-diylation",formation of covalent bond with silicon centre,,http://purl.obolibrary.org/obo/MOP_0000503,Class
MOP:0000504,azinoylation,formation of covalent bond with nitrogen centre,,http://purl.obolibrary.org/obo/MOP_0000504,Class
MOP:0000505,azonoylation,formation of covalent bond with group,,http://purl.obolibrary.org/obo/MOP_0000505,Class
MOP:0000506,phosphorothioylation,formation of covalent bond with phosphorus centre,,http://purl.obolibrary.org/obo/MOP_0000506,Class
MOP:0000507,phosphonothioylation,formation of covalent bond with phosphorus centre,,http://purl.obolibrary.org/obo/MOP_0000507,Class
MOP:0000508,arsonoylation,formation of covalent bond with arsenic centre,,http://purl.obolibrary.org/obo/MOP_0000508,Class
MOP:0000509,arsinoylation,formation of covalent bond with arsenic centre,,http://purl.obolibrary.org/obo/MOP_0000509,Class
MOP:0000510,stiborylation,formation of covalent bond with antimony centre,,http://purl.obolibrary.org/obo/MOP_0000510,Class
MOP:0000511,sulfamoylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000511,Class
MOP:0000512,S-aminosulfinimidoylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000512,Class
MOP:0000513,S-aminosulfonimidoylation,formation of covalent bond with group,,http://purl.obolibrary.org/obo/MOP_0000513,Class
MOP:0000514,chlorylation,formation of covalent bond with chlorine centre,,http://purl.obolibrary.org/obo/MOP_0000514,Class
MOP:0000515,chlorosylation,formation of covalent bond with chlorine centre,,http://purl.obolibrary.org/obo/MOP_0000515,Class
MOP:0000516,perchlorylation,formation of covalent bond with chlorine centre,,http://purl.obolibrary.org/obo/MOP_0000516,Class
MOP:0000517,bromosylation,formation of covalent bond with bromine centre,,http://purl.obolibrary.org/obo/MOP_0000517,Class
MOP:0000518,bromylation,formation of covalent bond with bromine centre,,http://purl.obolibrary.org/obo/MOP_0000518,Class
MOP:0000519,perbromylation,formation of covalent bond with bromine centre,,http://purl.obolibrary.org/obo/MOP_0000519,Class
MOP:0000520,iodosylation,formation of covalent bond with iodine centre,,http://purl.obolibrary.org/obo/MOP_0000520,Class
MOP:0000521,iodylation,formation of covalent bond with iodine centre,,http://purl.obolibrary.org/obo/MOP_0000521,Class
MOP:0000522,periodylation,formation of covalent bond with iodine centre,,http://purl.obolibrary.org/obo/MOP_0000522,Class
MOP:0000523,fluorosylation,formation of covalent bond with fluorine centre,,http://purl.obolibrary.org/obo/MOP_0000523,Class
MOP:0000524,,,,http://purl.obolibrary.org/obo/MOP_0000524,Class
MOP:0000525,acetoxysulfonylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000525,Class
MOP:0000526,sulfonothioylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000526,Class
MOP:0000527,sulfinothioylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000527,Class
MOP:0000528,sulfonodithioylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000528,Class
MOP:0000529,trioxidanylation,formation of covalent bond with oxygen centre,,http://purl.obolibrary.org/obo/MOP_0000529,Class
MOP:0000530,trioxidanediylation,formation of covalent bond with oxygen centre,,http://purl.obolibrary.org/obo/MOP_0000530,Class
MOP:0000531,heterocyclylation,formation of covalent bond with group,,http://purl.obolibrary.org/obo/MOP_0000531,Class
MOP:0000532,phosphoramidochloridoylation,formation of covalent bond with phosphorus centre,,http://purl.obolibrary.org/obo/MOP_0000532,Class
MOP:0000533,S-aminosulfonodiimidoylation,formation of covalent bond with group,,http://purl.obolibrary.org/obo/MOP_0000533,Class
MOP:0000534,aminosulfanylation,formation of covalent bond with group,,http://purl.obolibrary.org/obo/MOP_0000534,Class
MOP:0000535,sulfinylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000535,Class
MOP:0000536,arsorylation,formation of covalent bond with arsenic centre,,http://purl.obolibrary.org/obo/MOP_0000536,Class
MOP:0000537,azanediidylation,formation of covalent bond with nitrogen centre,,http://purl.obolibrary.org/obo/MOP_0000537,Class
MOP:0000538,sulfinimidoylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000538,Class
MOP:0000539,sulfonylation,"formation of covalent bond with sulfur centre, has_participant some 'sulfonyl groups'",,http://purl.obolibrary.org/obo/MOP_0000539,Class
MOP:0000540,tosylation,sulfonylation,,http://purl.obolibrary.org/obo/MOP_0000540,Class
MOP:0000541,brosylation,sulfonylation,,http://purl.obolibrary.org/obo/MOP_0000541,Class
MOP:0000542,nosylation,sulfonylation,,http://purl.obolibrary.org/obo/MOP_0000542,Class
MOP:0000543,molecular process,process,,http://purl.obolibrary.org/obo/MOP_0000543,Class
MOP:0000544,indolylamination,heteroarylation,,http://purl.obolibrary.org/obo/MOP_0000544,Class
MOP:0000545,indol-1-ylation,indolylamination,,http://purl.obolibrary.org/obo/MOP_0000545,Class
MOP:0000546,indol-2-ylation,indolylamination,,http://purl.obolibrary.org/obo/MOP_0000546,Class
MOP:0000547,indol-3-ylation,indolylamination,,http://purl.obolibrary.org/obo/MOP_0000547,Class
MOP:0000548,N-oxindolylation,organoheterylation,,http://purl.obolibrary.org/obo/MOP_0000548,Class
MOP:0000549,alkylamination,organoheterylation,,http://purl.obolibrary.org/obo/MOP_0000549,Class
MOP:0000550,halogenation,formation of covalent bond with halogen centre,,http://purl.obolibrary.org/obo/MOP_0000550,Class
MOP:0000551,bromination,halogenation,,http://purl.obolibrary.org/obo/MOP_0000551,Class
MOP:0000552,chlorination,halogenation,,http://purl.obolibrary.org/obo/MOP_0000552,Class
MOP:0000553,fluorination,halogenation,,http://purl.obolibrary.org/obo/MOP_0000553,Class
MOP:0000554,iodination,halogenation,,http://purl.obolibrary.org/obo/MOP_0000554,Class
MOP:0000555,imination,formation of covalent bond with nitrogen centre,,http://purl.obolibrary.org/obo/MOP_0000555,Class
MOP:0000556,nitration,formation of covalent bond with nitrogen centre,,http://purl.obolibrary.org/obo/MOP_0000556,Class
MOP:0000557,hydroxyamination,formation of covalent bond with nitrogen centre,,http://purl.obolibrary.org/obo/MOP_0000557,Class
MOP:0000558,thioxonation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000558,Class
MOP:0000559,sulfonation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000559,Class
MOP:0000560,selenonation,formation of covalent bond with selenium centre,,http://purl.obolibrary.org/obo/MOP_0000560,Class
MOP:0000561,cyclization,"'has participant beginning to exist' some 'cyclic compound', molecular process",,http://purl.obolibrary.org/obo/MOP_0000561,Class
MOP:0000562,cycloaddition,molecular process,,http://purl.obolibrary.org/obo/MOP_0000562,Class
MOP:0000563,[2+2] cycloaddition,cycloaddition,,http://purl.obolibrary.org/obo/MOP_0000563,Class
MOP:0000564,cycloelimination,molecular process,,http://purl.obolibrary.org/obo/MOP_0000564,Class
MOP:0000565,[4+2] cycloaddition,"cycloaddition, realizes some dienophilicity",,http://purl.obolibrary.org/obo/MOP_0000565,Class
MOP:0000566,formation of covalent bond with group,formation of covalent bond,,http://purl.obolibrary.org/obo/MOP_0000566,Class
MOP:0000567,breaking of covalent bond with group,breaking of covalent bond,,http://purl.obolibrary.org/obo/MOP_0000567,Class
MOP:0000568,oxidation,molecular process,,http://purl.obolibrary.org/obo/MOP_0000568,Class
MOP:0000569,reduction,molecular process,,http://purl.obolibrary.org/obo/MOP_0000569,Class
MOP:0000570,electron attachment,reduction,,http://purl.obolibrary.org/obo/MOP_0000570,Class
MOP:0000571,aldehyde reduction,"'has participant beginning to exist' some 'primary alcohol', 'has participant ceasing to exist' some aldehyde, reduction",,http://purl.obolibrary.org/obo/MOP_0000571,Class
MOP:0000572,alcohol oxidation,"'has participant ceasing to exist' some alcohol, oxidation",,http://purl.obolibrary.org/obo/MOP_0000572,Class
MOP:0000573,primary alcohol oxidation,"'has participant beginning to exist' some aldehyde, 'has participant ceasing to exist' some 'primary alcohol', alcohol oxidation",,http://purl.obolibrary.org/obo/MOP_0000573,Class
MOP:0000574,secondary alcohol oxidation,"'has participant beginning to exist' some ketone, 'has participant ceasing to exist' some 'secondary alcohol', alcohol oxidation",,http://purl.obolibrary.org/obo/MOP_0000574,Class
MOP:0000575,amine oxidation,oxidation at nitrogen,,http://purl.obolibrary.org/obo/MOP_0000575,Class
MOP:0000576,imine reduction,reduction,,http://purl.obolibrary.org/obo/MOP_0000576,Class
MOP:0000577,ester reduction,"'has participant ceasing to exist' some 'carboxylic ester', reduction",,http://purl.obolibrary.org/obo/MOP_0000577,Class
MOP:0000578,ester reduction to aldehyde,"'has participant beginning to exist' some aldehyde, ester reduction",,http://purl.obolibrary.org/obo/MOP_0000578,Class
MOP:0000579,ester reduction to primary alcohol,"'has participant beginning to exist' some 'primary alcohol', ester reduction",,http://purl.obolibrary.org/obo/MOP_0000579,Class
MOP:0000580,ketone reduction,"'has participant beginning to exist' some 'secondary alcohol', 'has participant ceasing to exist' some ketone, reduction",,http://purl.obolibrary.org/obo/MOP_0000580,Class
MOP:0000581,alkene oxidation,oxidation,,http://purl.obolibrary.org/obo/MOP_0000581,Class
MOP:0000582,"alkene oxidation to 1,2-diol",alkene oxidation,,http://purl.obolibrary.org/obo/MOP_0000582,Class
MOP:0000583,alkene ozonolysis,alkene oxidative cleavage,,http://purl.obolibrary.org/obo/MOP_0000583,Class
MOP:0000584,primary alkene oxidation to carboxylic acid and carbon dioxide,"'has participant beginning to exist' some 'carbon dioxide', alkene oxidative cleavage",,http://purl.obolibrary.org/obo/MOP_0000584,Class
MOP:0000585,tertiary alkene oxidation to carboxylic acid and ketone,"'has participant beginning to exist' some 'carboxylic acid', 'has participant beginning to exist' some ketone, alkene oxidative cleavage",,http://purl.obolibrary.org/obo/MOP_0000585,Class
MOP:0000586,"secondary, non-terminal alkene oxidation to aldehydes","'has participant beginning to exist' some aldehyde, alkene oxidative cleavage",,http://purl.obolibrary.org/obo/MOP_0000586,Class
MOP:0000587,secondary terminal alkene oxidation to ketone and carbon dioxide,"'has participant beginning to exist' some 'carbon dioxide', 'has participant beginning to exist' some ketone, alkene oxidative cleavage",,http://purl.obolibrary.org/obo/MOP_0000587,Class
MOP:0000588,quaternary alkene oxidation to ketones,"'has participant beginning to exist' some ketone, alkene oxidative cleavage",,http://purl.obolibrary.org/obo/MOP_0000588,Class
MOP:0000589,hydrogenation,reduction,,http://purl.obolibrary.org/obo/MOP_0000589,Class
MOP:0000590,dehydrogenation,oxidation,,http://purl.obolibrary.org/obo/MOP_0000590,Class
MOP:0000591,carboxylation,"has_participant some 'carboxy group', organylation",,http://purl.obolibrary.org/obo/MOP_0000591,Class
MOP:0000592,C-carboxylation,carboxylation,,http://purl.obolibrary.org/obo/MOP_0000592,Class
MOP:0000593,N-carboxylation,carboxylation,,http://purl.obolibrary.org/obo/MOP_0000593,Class
MOP:0000594,O-carboxylation,carboxylation,,http://purl.obolibrary.org/obo/MOP_0000594,Class
MOP:0000595,S-carboxylation,carboxylation,,http://purl.obolibrary.org/obo/MOP_0000595,Class
MOP:0000596,pseudohalogenation,"formation of covalent bond with group, has_participant some 'pseudohalo groups'",,http://purl.obolibrary.org/obo/MOP_0000596,Class
MOP:0000597,cyanation,"has_participant some 'cyano group', pseudohalogenation",,http://purl.obolibrary.org/obo/MOP_0000597,Class
MOP:0000598,azidation,"has_participant some 'azido group', pseudohalogenation",,http://purl.obolibrary.org/obo/MOP_0000598,Class
MOP:0000599,isocyanation,"has_participant some 'isocyano group', pseudohalogenation",,http://purl.obolibrary.org/obo/MOP_0000599,Class
MOP:0000600,isocyanatation,"has_participant some 'isocyanato group', pseudohalogenation",,http://purl.obolibrary.org/obo/MOP_0000600,Class
MOP:0000601,isothiocyanatation,"has_participant some 'isothiocyanato group', pseudohalogenation",,http://purl.obolibrary.org/obo/MOP_0000601,Class
MOP:0000602,isoselenocyanatation,"has_participant some 'isoselenocyanato group', pseudohalogenation",,http://purl.obolibrary.org/obo/MOP_0000602,Class
MOP:0000603,isotellurocyanatation,"has_participant some 'isotellurocyanato group', pseudohalogenation",,http://purl.obolibrary.org/obo/MOP_0000603,Class
MOP:0000604,metal chelation,coordination,,http://purl.obolibrary.org/obo/MOP_0000604,Class
MOP:0000605,iron chelation,metal chelation,,http://purl.obolibrary.org/obo/MOP_0000605,Class
MOP:0000606,iron(2+) chelation,iron chelation,,http://purl.obolibrary.org/obo/MOP_0000606,Class
MOP:0000607,iron(3+) chelation,iron chelation,,http://purl.obolibrary.org/obo/MOP_0000607,Class
MOP:0000608,copper chelation,metal chelation,,http://purl.obolibrary.org/obo/MOP_0000608,Class
MOP:0000609,zinc chelation,metal chelation,,http://purl.obolibrary.org/obo/MOP_0000609,Class
MOP:0000610,lead chelation,metal chelation,,http://purl.obolibrary.org/obo/MOP_0000610,Class
MOP:0000611,cobalt chelation,metal chelation,,http://purl.obolibrary.org/obo/MOP_0000611,Class
MOP:0000612,aluminium chelation,metal chelation,,http://purl.obolibrary.org/obo/MOP_0000612,Class
MOP:0000613,molybdenum chelation,metal chelation,,http://purl.obolibrary.org/obo/MOP_0000613,Class
MOP:0000614,plutonium chelation,metal chelation,,http://purl.obolibrary.org/obo/MOP_0000614,Class
MOP:0000615,electron transfer,molecular process,,http://purl.obolibrary.org/obo/MOP_0000615,Class
MOP:0000616,reversible electron transfer,electron transfer,,http://purl.obolibrary.org/obo/MOP_0000616,Class
MOP:0000617,irreversible electron transfer,electron transfer,,http://purl.obolibrary.org/obo/MOP_0000617,Class
MOP:0000618,solvolysis,molecular process,,http://purl.obolibrary.org/obo/MOP_0000618,Class
MOP:0000619,hydrolysis,solvolysis,,http://purl.obolibrary.org/obo/MOP_0000619,Class
MOP:0000620,alcoholysis,solvolysis,,http://purl.obolibrary.org/obo/MOP_0000620,Class
MOP:0000621,aminolysis,solvolysis,,http://purl.obolibrary.org/obo/MOP_0000621,Class
MOP:0000622,ammonolysis,solvolysis,,http://purl.obolibrary.org/obo/MOP_0000622,Class
MOP:0000623,methanolysis,alcoholysis,,http://purl.obolibrary.org/obo/MOP_0000623,Class
MOP:0000624,ethanolysis,alcoholysis,,http://purl.obolibrary.org/obo/MOP_0000624,Class
MOP:0000625,propanolysis,alcoholysis,,http://purl.obolibrary.org/obo/MOP_0000625,Class
MOP:0000626,butanolysis,alcoholysis,,http://purl.obolibrary.org/obo/MOP_0000626,Class
MOP:0000627,condensation reaction,molecular process,,http://purl.obolibrary.org/obo/MOP_0000627,Class
MOP:0000628,dehydration reaction,condensation reaction,,http://purl.obolibrary.org/obo/MOP_0000628,Class
MOP:0000629,polymerisation,"'has participant beginning to exist' some macromolecule, molecular process",,http://purl.obolibrary.org/obo/MOP_0000629,Class
MOP:0000630,depolymerisation,molecular process,,http://purl.obolibrary.org/obo/MOP_0000630,Class
MOP:0000631,copolymerisation,"'has participant beginning to exist' some co-polymer, polymerisation",,http://purl.obolibrary.org/obo/MOP_0000631,Class
MOP:0000632,condensation polymerisation,"'has occurrent part' some 'condensation reaction', 'has participant beginning to exist' some macromolecule, polymerisation",,http://purl.obolibrary.org/obo/MOP_0000632,Class
MOP:0000633,homopolymerisation,"'has participant beginning to exist' some homopolymer, polymerisation",,http://purl.obolibrary.org/obo/MOP_0000633,Class
MOP:0000634,chain polymerisation,"'has occurrent part' some 'chain initiation', 'has participant beginning to exist' some macromolecule, chain reaction, polymerisation",,http://purl.obolibrary.org/obo/MOP_0000634,Class
MOP:0000635,chain reaction,molecular process,,http://purl.obolibrary.org/obo/MOP_0000635,Class
MOP:0000636,anionic polymerisation,ionic polymerisation,,http://purl.obolibrary.org/obo/MOP_0000636,Class
MOP:0000637,ionic polymerisation,chain polymerisation,,http://purl.obolibrary.org/obo/MOP_0000637,Class
MOP:0000638,cationic polymerisation,ionic polymerisation,,http://purl.obolibrary.org/obo/MOP_0000638,Class
MOP:0000639,radical polymerisation,chain polymerisation,,http://purl.obolibrary.org/obo/MOP_0000639,Class
MOP:0000640,chain initiation,"'part of occurrent' some 'chain polymerisation', molecular process",,http://purl.obolibrary.org/obo/MOP_0000640,Class
MOP:0000641,all-degree polymerisation,polymerisation,,http://purl.obolibrary.org/obo/MOP_0000641,Class
MOP:0000642,addition reaction,molecular process,,http://purl.obolibrary.org/obo/MOP_0000642,Class
MOP:0000643,polyaddition,"'has occurrent part' some 'addition reaction', all-degree polymerisation",,http://purl.obolibrary.org/obo/MOP_0000643,Class
MOP:0000644,polycondensation,"'has occurrent part' some 'condensation reaction', all-degree polymerisation, condensation polymerisation",,http://purl.obolibrary.org/obo/MOP_0000644,Class
MOP:0000645,condensative chain polymerisation,"'has occurrent part' some 'condensation reaction', chain polymerisation, condensation polymerisation",,http://purl.obolibrary.org/obo/MOP_0000645,Class
MOP:0000646,living polymerisation,chain polymerisation,,http://purl.obolibrary.org/obo/MOP_0000646,Class
MOP:0000647,ionic copolymerisation,"'has participant beginning to exist' some co-polymer, copolymerisation, ionic polymerisation",,http://purl.obolibrary.org/obo/MOP_0000647,Class
MOP:0000648,radical copolymerisation,"'has participant beginning to exist' some co-polymer, copolymerisation, radical polymerisation",,http://purl.obolibrary.org/obo/MOP_0000648,Class
MOP:0000649,living copolymerisation,"'has participant beginning to exist' some co-polymer, copolymerisation, living polymerisation",,http://purl.obolibrary.org/obo/MOP_0000649,Class
MOP:0000650,amination,"formation of covalent bond with nitrogen centre, has_participant some 'amino groups'",,http://purl.obolibrary.org/obo/MOP_0000650,Class
MOP:0000651,deamination,"breaking of covalent bond with group, has_participant some 'amino groups'",,http://purl.obolibrary.org/obo/MOP_0000651,Class
MOP:0000652,N-amination,amination,,http://purl.obolibrary.org/obo/MOP_0000652,Class
MOP:0000653,O-amination,amination,,http://purl.obolibrary.org/obo/MOP_0000653,Class
MOP:0000654,C-amination,amination,,http://purl.obolibrary.org/obo/MOP_0000654,Class
MOP:0000655,S-amination,amination,,http://purl.obolibrary.org/obo/MOP_0000655,Class
MOP:0000656,elimination reaction,molecular process,,http://purl.obolibrary.org/obo/MOP_0000656,Class
MOP:0000657,1/1/elimination reaction,elimination reaction,,http://purl.obolibrary.org/obo/MOP_0000657,Class
MOP:0000658,1/2/elimination reaction,elimination reaction,,http://purl.obolibrary.org/obo/MOP_0000658,Class
MOP:0000659,1/3/elimination reaction,elimination reaction,,http://purl.obolibrary.org/obo/MOP_0000659,Class
MOP:0000660,1/4/elimination reaction,elimination reaction,,http://purl.obolibrary.org/obo/MOP_0000660,Class
MOP:0000661,1/5/elimination reaction,elimination reaction,,http://purl.obolibrary.org/obo/MOP_0000661,Class
MOP:0000662,1/6/elimination reaction,elimination reaction,,http://purl.obolibrary.org/obo/MOP_0000662,Class
MOP:0000663,1/8/elimination reaction,elimination reaction,,http://purl.obolibrary.org/obo/MOP_0000663,Class
MOP:0000664,1/1/addition reaction,addition reaction,,http://purl.obolibrary.org/obo/MOP_0000664,Class
MOP:0000665,1/2/addition reaction,addition reaction,,http://purl.obolibrary.org/obo/MOP_0000665,Class
MOP:0000666,1/3/addition reaction,addition reaction,,http://purl.obolibrary.org/obo/MOP_0000666,Class
MOP:0000667,1/4/addition reaction,addition reaction,,http://purl.obolibrary.org/obo/MOP_0000667,Class
MOP:0000668,1/5/addition reaction,addition reaction,,http://purl.obolibrary.org/obo/MOP_0000668,Class
MOP:0000669,1/6/addition reaction,addition reaction,,http://purl.obolibrary.org/obo/MOP_0000669,Class
MOP:0000670,1/8/addition reaction,addition reaction,,http://purl.obolibrary.org/obo/MOP_0000670,Class
MOP:0000671,epoxidation,"'has participant beginning to exist' some epoxide, cyclization",,http://purl.obolibrary.org/obo/MOP_0000671,Class
MOP:0000672,enolization,"'has participant beginning to exist' some enol, 'has participant ceasing to exist' some 'carbonyl compound', keto-enol tautomerisation, realizes some enolisability",,http://purl.obolibrary.org/obo/MOP_0000672,Class
MOP:0000673,hydroxylation,"formation of covalent bond with group, has_participant some 'hydroxy group'",,http://purl.obolibrary.org/obo/MOP_0000673,Class
MOP:0000674,metallation,molecular process,,http://purl.obolibrary.org/obo/MOP_0000674,Class
MOP:0000675,cyclometallation,"cyclization, metallation",,http://purl.obolibrary.org/obo/MOP_0000675,Class
MOP:0000676,demetallation,molecular process,,http://purl.obolibrary.org/obo/MOP_0000676,Class
MOP:0000677,transmetallation,"'has occurrent part' some demetallation, 'has occurrent part' some metallation, molecular process",,http://purl.obolibrary.org/obo/MOP_0000677,Class
MOP:0000678,cyanosilylation,"'has occurrent part' some cyanation, 'has occurrent part' some organosilylation, 1/2/addition reaction",,http://purl.obolibrary.org/obo/MOP_0000678,Class
MOP:0000679,electron pair transfer,"'has occurrent part' some 'electron transfer', molecular process",,http://purl.obolibrary.org/obo/MOP_0000679,Class
MOP:0000680,proton transfer,"has_participant some proton, hydron transfer",,http://purl.obolibrary.org/obo/MOP_0000680,Class
MOP:0000681,autoprotolysis,proton transfer,,http://purl.obolibrary.org/obo/MOP_0000681,Class
MOP:0000682,hydron transfer,"has_participant some hydron, molecular process",,http://purl.obolibrary.org/obo/MOP_0000682,Class
MOP:0000683,deuteron transfer,"has_participant some deuteron, hydron transfer",,http://purl.obolibrary.org/obo/MOP_0000683,Class
MOP:0000684,atom-transfer radical polymerisation,living polymerisation,,http://purl.obolibrary.org/obo/MOP_0000684,Class
MOP:0000685,ring-opening metathesis polymerisation,"'has occurrent part' some metathesis, ring-opening polymerisation",,http://purl.obolibrary.org/obo/MOP_0000685,Class
MOP:0000686,ring-opening polymerisation,polymerisation,,http://purl.obolibrary.org/obo/MOP_0000686,Class
MOP:0000687,metathesis,molecular process,,http://purl.obolibrary.org/obo/MOP_0000687,Class
MOP:0000688,ring-opening copolymerisation,"'has participant beginning to exist' some co-polymer, copolymerisation, ring-opening polymerisation",,http://purl.obolibrary.org/obo/MOP_0000688,Class
MOP:0000689,reversible addition-fragmentation chain transfer polymerisation,living polymerisation,,http://purl.obolibrary.org/obo/MOP_0000689,Class
MOP:0000690,nitroxide-mediated polymerisation,living polymerisation,,http://purl.obolibrary.org/obo/MOP_0000690,Class
MOP:0000691,enzymatic polymerisation,polymerisation,,http://purl.obolibrary.org/obo/MOP_0000691,Class
MOP:0000692,liquid-phase polymerisation,polymerisation,,http://purl.obolibrary.org/obo/MOP_0000692,Class
MOP:0000693,alternating copolymerisation,"'has participant beginning to exist' some 'alternating copolymer', copolymerisation",,http://purl.obolibrary.org/obo/MOP_0000693,Class
MOP:0000694,graft copolymerisation,"'has participant beginning to exist' some 'graft copolymer', copolymerisation",,http://purl.obolibrary.org/obo/MOP_0000694,Class
MOP:0000695,periodic copolymerisation,"'has participant beginning to exist' some 'periodic copolymer', copolymerisation",,http://purl.obolibrary.org/obo/MOP_0000695,Class
MOP:0000696,random copolymerisation,"'has participant beginning to exist' some 'random copolymer', copolymerisation",,http://purl.obolibrary.org/obo/MOP_0000696,Class
